,Unnamed: 0,# ID,MJD,YYYY,MM,DD,hh,mm,ssssssss,Duration_s,RA_(deg),Dec_(deg),Az_(deg),Ze_(deg),Az_uncorr_(deg),Ze_uncorr_(deg),Ze_correction_(deg),Obs_initial_vel_(km_per_s),Geocentric_vel_(km_per_s),RCS_(dBsm),SNR_(dB),Start_hgt_(km),End_hgt_(km),Az_of_start_point_(deg),Ze_of_start_point_(deg),Az_of_end_point_(deg),Ze_of_end_point_(deg),Semimajor_axis_(AU), Eccentricity,Perihelion_dist_(AU),Lon_of_asc_node_(deg),Inclination_(deg),Argument_of_periapsis_(deg),Period_(yr),Heliocentric_vel_(km_per_s), Radiant_ecl_lon_(deg), Radiant_ecl_lat_(deg),Sol_lon_(deg),RA_error_(deg),Dec_error_(deg),Az_error_(deg),Ze_error_(deg),Vel_error_(deg),Semimajor_axis_error_(AU),Eccentricity_error, Perihelion_dist_error_(AU),Inclination_error_(deg),Argument_of_periapsis_error_(deg),Period_error_(yr),Heliocentric_vel_error,Ecl_lon_error_(deg),Ecl_lat_error_(deg),Hammer_X,Hammer_Y, Time_from_Perihelion_(days),class,s-YYYY,s-MM,s-DD,s-hh,s-mm,s-ssss,az1(start)[deg]camera,az2(end)[deg]camera,ev1(start)[deg]camera,ev2(end)[deg]camera,flag,mag_iccd,mag_err,mag(original),duration[sec]camera,average_mag_iccd,abs_mag,average_abs_mag,average_abs_mag_err
0,0,1011198,55099.44982,2009,9,25,10,47,44.70992,0.31512,351.945703,9.338749,107.795679,51.235036,107.325367,47.108879,4.865696,19.665584,15.894531,-14.957467,32.649442,85.124974,80.681649,122.56047,2.674715,240.637049,1.019879,1.720973,0.585481,0.713377,182.374727,5.908756,257.384713,2.257674,35.28638,356.351269,11.763592,182.374727,1.288859,1.094288,0.425766,0.983032,0.403432,0.116035,0.025428,0.013025,0.819226,3.805202,0.228884,0.403432,1.288859,1.094288,1.601979,0.224169,-48.13021,  spo   ,2009,9,25,19,47,44.93333333,224.844086,242.958893,89.15757,88.935417,10,7.515511,0.299879,6.823303,0.083416,8.26,7.862859073,8.607348073,0.299879
1,1,1011258,55099.52498,2009,9,25,12,35,58.57904,0.51168,354.3434,3.530299,137.910538,38.952702,136.511882,36.112431,3.454944,19.954101,16.387703,-17.591513,30.742483,94.171798,85.952711,105.814322,2.173836,348.973148,2.263199,1.808737,0.611772,0.702203,182.448391,2.852538,257.861743,2.432557,35.637886,356.211584,5.487389,182.448391,0.115613,0.170194,0.003486,0.167702,0.043175,0.010187,0.002253,0.001061,0.111593,0.174842,0.02055,0.043175,0.115613,0.170194,1.626854,0.104811,-47.471004,  spo   ,2009,9,25,21,35,58.76666667,55.721733,350.944977,88.908661,87.999588,101,2.963922,0.327581,2.943943,0.283617,3.557058824,3.092754408,3.685891232,0.327581
2,2,1011264,55099.53206,2009,9,25,12,46,10.0148,0.37128,21.085261,3.881973,112.806153,54.958932,112.433392,53.083259,2.30511,28.924405,26.400223,-15.282537,30.936777,105.063434,98.618532,132.182865,2.171984,276.803811,2.900414,1.353591,0.782533,0.294362,2.455327,5.69923,127.534647,1.574822,33.260788,20.941176,-4.626045,182.455327,0.115287,0.110793,0.068568,0.088271,0.059098,0.009906,0.001437,0.001745,0.140632,0.363371,0.017287,0.059098,0.115287,0.110793,1.227065,-0.084842,-45.304128,  spo   ,2009,9,25,21,46,10.13333333,274.089783,269.579315,87.518646,87.996895,101,6.794795,0.173883,8.628847,0.116783,8.468888889,6.685976425,8.360070314,0.173883
3,3,1011366,55099.64221,2009,9,25,15,24,46.85968,0.22464,31.139416,-1.977874,149.740561,41.050546,148.838785,40.061033,1.253162,33.027367,30.968738,-16.553523,27.283371,101.014872,95.295766,300.987809,0.684927,323.372183,3.552973,1.321211,0.845464,0.204175,2.563287,23.848771,137.590135,1.518653,33.021971,28.292624,-13.723244,182.563287,0.254209,0.345128,0.203143,0.295345,0.139877,0.019271,0.003651,0.00442,0.689927,0.943572,0.033233,0.139877,0.254209,0.345128,1.084807,-0.24854,-41.609678,  spo   ,2009,9,26,24,24,46.93333333,317.590454,319.596558,87.950211,87.477165,1,5.025154,0.205291,4.766378,0.083417,6.316,5.003072251,6.293918251,0.205291
4,4,1011376,55099.64459,2009,9,25,15,28,12.53008,0.28392,35.209247,22.766339,115.565977,23.074167,114.919877,23.045434,0.517864,37.851742,36.042837,-18.902528,24.232252,98.878558,89.114586,344.33068,1.133306,309.983098,3.67549,1.036607,0.95064,0.051167,182.56562,33.598553,341.301998,1.05541,30.122386,40.422499,8.255047,182.56562,0.333625,0.324326,0.654845,0.1837,0.05084,0.014276,0.001296,0.001754,1.244825,0.817044,0.021805,0.05084,0.333625,0.324326,0.897332,0.147764,-35.97542,  spo   ,2009,9,26,24,28,12.56666667,316.132202,313.003937,87.513214,87.016899,1,6.690576,0.193636,6.401617,1.001001,8.253,6.714640562,8.277064562,0.193636
5,5,1011469,55099.66879,2009,9,25,16,3,3.48368,0.33384,23.234336,4.374867,176.443883,30.525248,174.952616,29.479661,1.094025,30.18621,28.052917,-22.407856,24.902145,101.647011,92.982239,135.300784,1.25104,18.915349,2.148352,1.362851,0.81501,0.252114,2.589341,6.957641,131.841087,1.591009,33.329505,23.122678,-4.960403,182.589341,0.244292,0.364096,0.426383,0.328541,0.097802,0.026154,0.002453,0.005311,0.58589,1.388785,0.04581,0.097802,0.244292,0.364096,1.192693,-0.090695,-43.436838,J5_sTa  ,2009,9,26,25,3,3.566666667,38.855015,19.564165,88.951828,88.174484,0,7.495423,0.16071,6.663429,0.116783,9.25,7.459432264,9.214009264,0.16071
6,6,1011581,55099.69093,2009,9,25,16,34,56.22464,0.156,68.294514,38.108616,72.433198,31.184863,72.626507,31.230208,0.230061,65.820594,64.683933,-6.919566,38.768896,107.167963,98.230599,15.165878,0.895956,270.014583,2.754797,6.509648,0.894596,0.686146,182.61104,148.13641,250.650337,16.608724,40.274668,72.379383,15.988953,182.61104,0.359179,0.293571,0.510217,0.251596,0.177456,1.178017,0.018136,0.011412,0.726725,3.191627,4.575289,0.177456,0.359179,0.293571,0.344541,0.279236,-38.915725,  spo   ,2009,9,26,25,34,56.26666667,283.280487,273.53183,88.282005,87.484314,1,4.323902,0.223733,4.451055,0.083416,5.5325,4.173311617,5.381909617,0.223733
7,7,1012094,55099.75278,2009,9,25,18,4,0.4112,0.07176,82.600866,25.413663,101.179356,28.104945,101.05125,28.201287,0.169983,72.346854,71.310847,-21.263307,20.773394,125.732634,121.253282,95.212294,2.64678,90.995478,1.602787,-19.158733,1.048217,0.923767,182.671669,176.237995,212.206824,,42.467495,83.315583,2.147153,182.671669,1.827387,1.559437,2.289925,1.285965,0.920867,57.722608,0.104054,0.029586,2.828912,13.32502,518.389298,0.920867,1.827387,1.559437,0.165487,0.037506,-21.430541,  spo   ,2009,9,26,27,4,0.633333333,287.783417,285.858246,88.327538,87.759895,1,3.095496,0.253364,3.062166,0.083416,4.326,2.595938167,3.826442167,0.253364
8,8,1012103,55099.75331,2009,9,25,18,4,46.14728,0.27144,87.976347,-5.379655,132.594943,52.574342,132.267251,52.221987,0.52635,57.97971,56.676563,-9.165583,37.659457,103.945176,94.384454,147.132014,4.075097,292.407346,3.392006,1.475615,0.346893,0.963735,2.672188,125.944383,31.895606,1.792502,34.064042,87.700701,-28.801531,182.672188,0.044713,0.052675,0.017067,0.053772,0.070755,0.014183,0.005602,0.00125,0.129879,1.384392,0.025843,0.070755,0.044713,0.052675,0.080578,-0.497526,-27.097653,  spo   ,2009,9,26,27,4,46.63333333,262.214294,279.125244,88.474243,87.849731,101,5.100679,0.217559,5.021829,0.083416,6.03,5.01116036,5.94048136,0.217559
9,9,1012411,55099.78232,2009,9,25,18,46,32.25608,0.2028,105.813818,8.202331,113.462483,47.726113,113.288237,47.592912,0.333181,68.890364,67.724241,9.535317,56.464256,104.984091,95.627205,127.79328,3.678135,269.086871,2.469103,9.591134,0.909899,0.864167,2.70062,153.805519,315.231953,29.703318,40.812595,106.165596,-14.352696,182.70062,0.089161,0.075514,0.00071,0.113246,0.151289,1.567289,0.014374,0.002879,0.175651,1.229343,7.366694,0.151289,0.089161,0.075514,-0.227078,-0.250268,29.245116,  spo   ,2009,9,26,27,46,32.4,256.291809,267.014191,88.351563,87.728279,101,1.971412,0.263828,2.215046,0.083416,3.42,1.861317066,3.309905066,0.263828
10,10,1015216,55123.5914,2009,10,19,14,11,37.16304,0.20592,126.184092,52.201311,37.192378,73.330146,37.482187,72.723821,0.668152,63.051784,61.83828,4.390084,33.669305,101.997716,98.160262,13.614041,8.591718,321.836336,3.755025,4.18488,0.762339,0.994584,206.19473,124.699619,184.525541,8.560999,39.752907,115.222652,31.884696,206.19473,1.248676,0.828499,0.766812,0.365412,1.616159,6.039679,0.165318,0.001529,2.104738,5.52661,25.846671,1.616159,1.248676,0.828499,0.017063,0.549343,-3.4338,  spo   ,2009,10,19,23,11,37.4,296.990082,301.644592,86.043404,86.092628,101,6.536523,0.164458,4.939405,3.837159,8.905,6.469064709,8.837541709,0.164458
11,11,1015487,55123.67819,2009,10,19,16,16,35.88296,0.27456,94.53711,16.470192,102.071976,44.916045,101.973709,44.824884,0.318199,68.076582,66.896595,-6.361925,35.280891,120.963528,107.720312,88.682178,2.353421,289.749131,4.486047,10.482533,0.941527,0.61294,26.280995,165.791827,78.050961,33.939025,41.335806,94.382365,-6.898834,206.280995,0.127522,0.113972,0.099462,0.098036,0.114077,1.580942,0.008672,0.004727,0.240707,1.324138,7.758101,0.114077,0.127522,0.113972,0.38192,-0.120896,-38.974965,  spo   ,2009,10,20,25,16,36.03333333,309.351074,293.433228,88.793259,86.985535,1,4.309633,0.192883,3.62752,0.884218,8.213,3.894528459,7.797895459,0.192883
12,12,1015492,55123.67926,2009,10,19,16,18,8.39096,0.26832,93.920345,22.506438,95.145699,41.031138,95.099317,40.98588,0.292001,67.702766,66.530151,-9.126552,38.650762,103.387114,89.605441,91.081664,3.341501,279.353451,3.630242,7.483074,0.923354,0.573549,26.282059,178.137433,83.303299,20.470105,40.920581,93.621774,-0.882308,206.282059,0.139996,0.08643,0.043209,0.128947,0.132009,0.897256,0.009105,0.0055,0.177237,1.538248,3.705694,0.132009,0.139996,0.08643,0.397174,-0.015478,-39.955822,  spo   ,2009,10,20,25,18,8.533333333,284.540588,283.769928,88.24839,88.0952,101,6.815079,0.18097,7.901978,2.519178,8.35375,6.739051988,8.277722988,0.18097
13,13,1015504,55123.6818,2009,10,19,16,21,47.08112,0.18096,93.146247,15.10035,105.784406,43.538833,105.653126,43.458363,0.310633,67.694225,66.520231,-0.389887,39.517664,125.754079,116.875766,15.60419,1.500648,307.000464,4.429487,13.336044,0.956194,0.584202,26.284575,162.574564,81.125327,48.701296,41.555834,93.069722,-8.304149,206.284575,0.147238,0.121156,0.073549,0.13547,0.147392,3.286379,0.010253,0.005987,0.258282,1.67863,18.469633,0.147392,0.147238,0.121156,0.403604,-0.145561,-39.039393,  spo   ,2009,10,20,25,21,47.23333333,329.334045,322.253418,87.774712,87.405121,101,4.76991,0.132957,3.61851,0.083416,6.33,4.271554716,5.831644716,0.132957
14,14,1015584,55123.69865,2009,10,19,16,46,3.23816,0.22464,126.780848,50.118692,49.923405,52.354661,50.218847,52.044865,0.482681,60.342778,59.075453,0.678063,46.414552,112.4136,104.083455,35.079185,2.579946,243.043691,3.278011,1.904901,0.47732,0.995654,206.301327,125.787069,182.229904,2.629109,36.400036,116.311574,29.985998,206.301327,0.222574,0.168453,0.186162,0.110912,0.148576,0.059944,0.016368,0.000136,0.329439,1.26323,0.124159,0.148576,0.222574,0.168453,0.001951,0.5174,-1.849601,  spo   ,2009,10,20,25,46,3.333333333,266.227112,256.389557,88.603149,88.12471,101,3.747165,0.321364,3.178124,0.083416,4.6725,3.490868568,4.416203568,0.321364
15,15,1015617,55123.70464,2009,10,19,16,54,40.712,0.19656,112.617235,45.178918,58.750337,42.204202,59.002904,42.107903,0.307132,66.940884,65.790013,-1.475975,42.64212,117.564526,107.67785,32.341346,1.663751,254.001153,3.143755,6.639271,0.86,0.929499,206.307281,139.192671,211.151207,17.107265,40.735232,107.137364,23.077286,206.307281,0.372196,0.277537,0.376185,0.233699,0.246092,1.492997,0.030229,0.00498,0.528792,2.87526,5.898832,0.246092,0.372196,0.277537,0.152466,0.400369,-21.759912,  spo   ,2009,10,20,25,54,40.76666667,263.985077,267.373413,88.045364,88.279221,1,4.70763,0.172818,4.344015,1.117781,6.646,4.355332891,6.293702891,0.172818
16,16,1015654,55123.71186,2009,10,19,17,5,4.3728,0.14976,133.442639,79.31821,12.867468,52.65404,13.446094,51.906014,0.80968,46.798044,45.388121,-5.559052,34.060595,95.148145,90.804505,337.474785,3.875591,279.154512,2.393523,3.726587,0.739176,0.971984,206.314455,80.568831,199.350157,7.19394,39.423477,103.917709,58.001581,206.314455,2.17824,0.346609,0.361947,0.343687,0.369869,0.627101,0.042046,0.00318,0.728824,2.877103,1.839881,0.369869,2.17824,0.346609,0.132384,0.970649,-14.500117,  spo   ,2009,10,20,26,5,4.433333333,260.195557,279.106689,87.215065,87.481667,101,3.91522,0.202119,3.631607,1.051051,7.51,4.018246883,7.613026883,0.202119
17,17,1015809,55123.73327,2009,10,19,17,35,54.51408,0.17784,134.440342,31.958404,72.979793,54.166293,73.092214,53.970318,0.374829,69.790288,68.599453,3.740671,48.686851,115.358479,107.981254,64.933598,3.872633,279.159507,1.337356,8.632877,0.896349,0.894806,206.33574,154.573211,141.745176,25.364909,41.115338,127.782613,14.163187,206.33574,0.259469,0.23383,0.229101,0.156614,0.272972,2.459802,0.027494,0.004811,0.401939,2.438079,11.213367,0.272972,0.259469,0.23383,-0.192797,0.246852,25.662605,  spo   ,2009,10,20,26,35,54.66666667,272.347687,271.661133,87.907295,87.826508,101,2.933474,0.239441,2.819155,2.552545,6.233333333,2.618262498,5.918121831,0.239441
18,18,1015895,55123.74194,2009,10,19,17,48,23.18928,0.19344,119.927741,54.836264,43.589274,38.63496,44.048573,38.446713,0.404444,55.684787,54.397732,-16.688968,27.698442,112.015616,103.553137,355.554253,1.24408,243.946337,2.952931,1.410725,0.330329,0.944722,206.344353,116.909065,217.524064,1.675574,34.069728,110.148474,33.471995,206.344353,1.956856,1.197911,1.651198,0.934842,0.719751,0.187075,0.082044,0.023929,2.422069,23.060436,0.336547,0.719751,1.956856,1.197911,0.096227,0.576125,-31.414441,  spo   ,2009,10,20,26,48,23.26666667,267.965546,267.494385,88.452736,88.441757,1,9.815202,0.228116,99.9,2.235562,10.29571429,9.568297213,10.0488095,0.228116
19,19,1015923,55123.74421,2009,10,19,17,51,39.94272,0.23712,78.976259,35.825964,77.863385,5.467154,78.685558,5.796837,0.053093,56.601501,55.465277,-18.231855,27.308758,114.576905,101.295427,239.999332,0.589888,250.021891,1.413144,2.088856,0.902155,0.204384,206.346616,139.192554,312.511755,3.018997,36.963722,80.854104,12.737264,206.346616,0.621531,0.550788,4.876969,0.439735,0.045624,0.118519,0.007232,0.010817,1.775512,2.56305,0.257464,0.045624,0.621531,0.550788,0.607775,0.224528,-38.112685,  spo   ,2009,10,20,26,51,40.03333333,249.856522,251.000473,88.919388,88.75666,0,6.458683,0.212437,6.257694,0.083416,7.045,6.163082479,6.749399479,0.212437
20,20,1015927,55123.74434,2009,10,19,17,51,50.64432,0.23088,156.082666,27.92568,69.487943,69.651302,69.632899,68.999114,0.783673,56.418438,54.971091,-8.643077,30.919545,112.777337,107.995382,30.203815,3.399971,280.776701,4.352834,1.493602,0.802047,0.295663,206.34674,133.887365,54.56589,1.825376,34.581567,147.480777,16.690665,206.34674,0.35402,0.331398,0.278947,0.192855,0.480896,0.098633,0.007327,0.015954,1.225972,4.88406,0.181215,0.480896,0.35402,0.331398,-0.522062,0.292879,43.801921,  spo   ,2009,10,20,26,51,50.76666667,303.409485,300.998291,87.201271,87.112999,101,7.566887,0.225692,5.29332,0.617282,8.088,7.301952355,7.823065355,0.225692
21,21,1015953,55123.74638,2009,10,19,17,54,47.42664,0.19656,112.383278,44.636999,59.831903,31.358823,60.174826,31.361528,0.262727,61.835579,60.652849,-2.837328,28.244416,98.817254,88.46315,283.625428,4.156205,263.5942,7.975379,1.723365,0.48631,0.885276,206.348773,137.571424,228.658094,2.262382,35.715885,107.057155,22.515446,206.348773,1.126618,0.7576,1.338867,0.742572,0.467597,0.183107,0.058583,0.023517,1.577866,13.251974,0.362592,0.467597,1.126618,0.7576,0.154926,0.390761,-36.578344,J5_Lmi  ,2009,10,20,26,54,47.4,289.860229,284.651855,86.195732,85.812195,1,3.788733,0.24229,3.597036,0.083416,5.47,3.808850961,5.490117961,0.24229
22,22,1016042,55123.75523,2009,10,19,18,7,32.17464,0.25272,117.796572,3.632512,119.633742,49.438973,119.425157,49.281768,0.339027,69.60537,68.456625,12.431161,56.727228,113.603999,102.098833,142.207767,3.473882,278.54364,4.19506,7.161991,0.861604,0.991194,26.357571,150.524947,351.821325,19.166846,40.856475,119.12805,-17.039022,206.357571,0.048779,0.047797,0.003329,0.064277,0.090563,0.47266,0.009123,0.000256,0.09243,0.484343,1.900954,0.090563,0.048779,0.047797,-0.044469,-0.296316,6.02061,  spo   ,2009,10,20,27,7,32.33333333,276.193451,267.506622,86.038872,87.172401,101,0.503663,0.218862,5.240866,1.001001,6.584285714,0.222701203,6.303323917,0.218862
23,23,1016264,55123.77297,2009,10,19,18,33,4.4004,0.20592,95.10894,14.823689,147.974407,22.891879,147.26202,22.897769,0.155498,68.028479,67.035786,3.282809,43.438036,115.175387,102.273675,186.146724,3.416758,237.897656,2.414656,12.067883,0.947418,0.634548,26.375199,162.668917,75.272989,41.922449,41.472669,94.993797,-8.525813,206.375199,0.037605,0.04961,0.041706,0.046914,0.023801,0.4255,0.001901,0.001416,0.101195,0.382138,2.218064,0.023801,0.037605,0.04961,0.371873,-0.149323,-38.446163,  spo   ,2009,10,20,27,33,4.666666667,264.08667,259.240143,87.021019,87.158112,10,3.799189,0.563692,4.131608,1.601602,7.316,3.48852724,7.00533824,0.563692
24,24,1016470,55123.79101,2009,10,19,18,59,3.54552,0.3588,85.159925,85.067755,359.535022,50.227615,0.413035,48.686168,1.50807,33.50431,31.609555,-7.578886,38.627009,101.365597,93.170378,330.363216,2.799097,208.628333,3.213774,1.289573,0.31355,0.885228,206.393137,59.263684,237.68591,1.464431,33.186031,89.12482,61.644446,206.393137,1.511627,0.385977,0.128475,0.344309,0.230371,0.036158,0.014109,0.007941,0.549659,6.04818,0.061619,0.230371,1.511627,0.385977,0.263197,1.029492,-46.164337,  spo   ,2009,10,20,27,59,3.566666667,312.121613,266.335327,87.934814,88.410904,101,5.58226,0.272608,5.865079,0.116783,6.927142857,5.550214772,6.895097629,0.272608
25,25,1016521,55123.79555,2009,10,19,19,5,35.3092,0.34632,92.776842,15.261929,174.788002,19.659853,173.800756,19.554742,0.136405,67.096428,66.160477,1.251975,39.402788,122.272493,100.348524,233.406497,2.381788,313.556533,3.866125,10.698787,0.947064,0.566347,26.397644,162.686314,83.495308,34.994661,41.358707,92.706189,-8.150007,206.397644,0.041964,0.054487,0.106078,0.050912,0.021107,0.388639,0.001919,0.001559,0.12641,0.394255,1.906829,0.021107,0.041964,0.054487,0.411945,-0.142897,-39.44564,J5_Ori  ,2009,10,20,28,5,35.5,278.725281,305.827515,87.55146,86.593781,101,1.064459,0.29441,1.832738,0.15015,2.514,0.625938398,2.075479398,0.29441
26,26,1020658,55124.4179,2009,10,20,10,1,46.52224,0.24024,30.732258,45.927204,54.204624,55.726363,54.697314,54.158734,1.897058,31.995992,29.734862,-20.42297,21.386442,100.419577,95.964903,7.174408,3.350421,297.625324,2.905811,1.857896,0.758813,0.448101,207.01638,35.286209,285.945909,2.532398,36.248974,45.663468,31.184289,207.01638,1.98636,1.490788,1.486627,0.926919,0.730771,0.323331,0.033847,0.019443,2.150967,7.276944,0.671121,0.730771,1.98636,1.490788,1.085931,0.562561,-45.987209,  spo   ,2009,10,20,19,1,46.06666667,312.825287,313.958649,87.28199,87.303131,10,8.603164,0.612523,99.9,3.002994,8.948,8.590357347,8.935193347,0.612523
27,27,1020798,55124.57821,2009,10,20,13,52,37.14168,0.2028,85.576076,27.008664,75.604436,61.195947,75.700249,60.847421,0.510859,64.402043,63.105527,0.456539,42.806654,103.754402,97.301106,40.56237,3.831919,290.639892,4.101545,7.980329,0.957901,0.335963,207.17579,170.553469,290.748,22.544011,41.02717,86.051428,3.631261,207.17579,0.315834,0.283786,0.242455,0.198203,0.401733,3.33517,0.014918,0.013041,0.815665,3.8538,15.094585,0.401733,0.315834,0.283786,0.54306,0.063959,-38.290379,  spo   ,2009,10,20,22,52,37.23333333,321.946594,309.127563,87.43663,87.047379,101,3.843034,0.23982,7.237567,0.083416,4.7875,3.758141348,4.702607348,0.23982
28,28,1020822,55124.58893,2009,10,20,14,8,3.77864,0.25584,52.12918,12.864269,116.109174,38.481634,115.708873,38.071645,0.808069,39.624273,37.812867,-13.7673,33.905377,99.644043,91.708566,149.034932,0.349068,292.370647,3.566552,2.127886,0.947223,0.112303,27.186455,15.917066,145.471613,3.104006,37.084145,53.015249,-5.844831,207.186455,0.175945,0.162793,0.118726,0.154991,0.082151,0.04942,0.001073,0.001672,0.529784,0.566537,0.10817,0.082151,0.175945,0.162793,1.103277,-0.1061,-34.402796,  spo   ,2009,10,20,23,8,3.833333333,289.462646,289.219269,87.913597,88.016495,101,7.682084,0.295482,8.529081,2.369029,9.203,7.689786998,9.210702998,0.295482
29,29,1020848,55124.60237,2009,10,20,14,27,25.14248,0.5148,39.139539,11.307437,142.396014,28.224627,141.029985,27.469712,1.194234,27.913926,25.490719,-20.831777,23.265856,106.023804,93.395727,190.311768,2.24468,282.684936,3.118351,1.555993,0.76393,0.367324,27.199822,4.00967,117.203535,1.940937,34.941126,40.338559,-3.801469,207.199822,0.07881,0.084114,0.101293,0.06399,0.016025,0.006279,0.000619,0.00093,0.080508,0.251078,0.011747,0.016025,0.07881,0.084114,1.316415,-0.070286,-45.83084,J5_sTa  ,2009,10,20,23,27,25.53333333,264.665527,285.831421,87.682686,86.524139,1,6.383049,0.338877,5.564824,0.216884,7.709285714,6.25436523,7.580601944,0.338877
30,30,1020887,55124.61957,2009,10,20,14,52,10.55264,0.2028,94.800644,15.698532,89.797062,62.032734,89.79704,61.720026,0.468248,67.744659,66.48441,4.916485,50.384322,115.614367,109.092333,85.322418,2.669088,273.351649,3.55764,9.330897,0.936334,0.594063,27.216919,164.023065,80.450323,28.502639,41.224968,94.662897,-7.661818,207.216919,0.055874,0.049433,0.034785,0.042434,0.092409,0.875252,0.005854,0.002836,0.114799,0.876797,4.027245,0.092409,0.055874,0.049433,0.392715,-0.134282,-39.365233,  spo   ,2009,10,20,23,52,10.63333333,289.634521,279.52594,89.253448,88.496826,101,2.920314,0.22054,3.03124,0.083416,3.615,2.602897958,3.297583958,0.22054
31,31,1020922,55124.63201,2009,10,20,15,10,5.61816,0.19344,118.55543,23.312985,72.637752,73.661902,72.732167,73.229988,0.516319,71.946687,70.727594,9.179595,51.672363,113.245518,109.06114,67.71891,2.831948,256.369393,4.046023,7.354004,0.864928,0.993317,207.229293,175.806521,185.745296,19.942783,40.91171,116.064005,2.421614,207.229293,0.238954,0.202049,0.133591,0.166058,0.699531,4.702615,0.065412,0.000726,0.337688,2.020882,21.71164,0.699531,0.238954,0.202049,0.022708,0.042254,-4.232382,  spo   ,2009,10,21,24,10,5.7,10.692074,278.486969,89.624428,89.238281,101,2.456007,0.230759,2.00601,0.083416,3.525,2.183248341,3.252241341,0.230759
32,32,1020950,55124.6374,2009,10,20,15,17,51.1128,0.19968,94.73077,15.481615,93.843464,56.796506,93.815002,56.530423,0.453163,65.380406,64.104163,2.192255,49.315168,103.814372,96.542837,107.012136,3.124285,260.361454,3.294784,3.269389,0.833077,0.545736,27.234651,162.982014,89.672491,5.911529,39.012069,94.602309,-7.880859,207.234651,0.825164,0.536297,0.09603,0.856261,1.531428,2.164034,0.076987,0.052637,1.308679,16.510554,6.719096,1.531428,0.825164,0.536297,0.393879,-0.138119,-42.737826,  spo   ,2009,10,21,24,17,51.3,258.587158,262.130035,87.29409,86.445366,101,3.758188,0.39674,3.336944,0.083416,4.7925,3.673670645,4.707982645,0.39674
33,33,1020959,55124.63904,2009,10,20,15,20,13.17888,0.11856,37.826299,7.469978,174.558091,27.482642,172.897092,26.543443,1.012752,29.742193,27.567977,-24.377071,18.513162,96.180449,93.083487,292.790704,2.356892,308.720455,3.029134,2.132182,0.820566,0.382587,27.236286,7.75009,111.476277,3.113411,37.096411,37.896531,-7.04114,207.236286,2.047943,2.159198,3.951278,1.870342,0.505957,0.478797,0.026572,0.038116,2.822487,10.370622,1.077148,0.505957,2.047943,2.159198,1.351428,-0.130555,-43.415578,J5_sTa  ,2009,10,21,24,20,13.1,283.108124,308.406097,87.779396,86.7957,1,6.86979,0.275024,6.276556,5.672339,8.262916667,6.952518272,8.345644939,0.275024
34,34,1020993,55124.64638,2009,10,20,15,30,47.52168,0.15912,94.286756,15.452014,96.170449,53.790476,96.125199,53.587145,0.397993,67.489696,66.257517,0.451175,44.15537,114.927104,108.555521,83.372591,3.502193,317.491197,1.239646,9.204069,0.936998,0.579879,27.243587,163.319681,82.139118,27.923499,41.209429,94.171431,-7.923954,207.243587,0.226244,0.199038,0.148507,0.176793,0.292022,3.091794,0.019047,0.010114,0.449386,2.976456,14.725031,0.292022,0.226244,0.199038,0.401461,-0.1389,-39.529365,J5_Ori  ,2009,10,21,24,30,47.63333333,358.036224,317.756073,89.169601,88.754326,101,6.678139,0.276744,5.322633,0.083417,8.033333333,6.371967583,7.727161916,0.276744
